index,name,type1,type2,ability1,ability2,hidden_ability,hp,attack,defense,sp_atk,sp_def,speed,total_stats,legendary,mythical,generation,Smogon_VGC_Usage_2022,Smogon_VGC_Usage_2023,Smogon_VGC_Usage_2024,Worlds_VGC_Usage_2022,Worlds_VGC_Usage_2023,Worlds_VGC_Usage_2024,Smogon_VGC_Usage_2014,Smogon_VGC_Usage_2015,Smogon_VGC_Usage_2016,Smogon_VGC_Usage_2017,Smogon_VGC_Usage_2018,Smogon_VGC_Usage_2019,Smogon_VGC_Usage_2020,Smogon_VGC_Usage_2021,Worlds_VGC_Usage_2024_Numeric
507,herdier,normal,No_type,intimidate,sand-rush,scrappy,65,80,65,35,65,60,370,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00278,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,2e-05,
508,stoutland,normal,No_type,intimidate,sand-rush,scrappy,85,110,90,45,90,80,500,False,False,generation-v,0.00439,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.16736,0.10555,0.44816,0.17121,0.00018,NoUsage,0.00471,
509,purrloin,dark,No_type,limber,unburden,prankster,41,50,37,50,37,66,281,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00027,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,
510,liepard,dark,No_type,limber,unburden,prankster,64,88,50,88,50,106,446,False,False,generation-v,0.29312,NoUsage,NoUsage,0.19,NoUsage,NoUsage,0.82389,1.91965,0.05662,NoUsage,0.05828,0.35131,0.02056,0.41732,
511,pansage,grass,No_type,gluttony,No_ability,overgrow,50,53,48,53,48,64,316,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
512,simisage,grass,No_type,gluttony,No_ability,overgrow,75,98,63,98,63,101,498,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00454,6e-05,0.0,NoUsage,0.0,0.0,NoUsage,NoUsage,
513,pansear,fire,No_type,gluttony,No_ability,blaze,50,53,48,53,48,64,316,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
514,simisear,fire,No_type,gluttony,No_ability,blaze,75,98,63,98,63,101,498,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,2e-05,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,
515,panpour,water,No_type,gluttony,No_ability,torrent,50,53,48,53,48,64,316,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
516,simipour,water,No_type,gluttony,No_ability,torrent,75,98,63,98,63,101,498,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0001,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,
517,munna,psychic,No_type,forewarn,synchronize,telepathy,76,25,45,67,55,24,292,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
518,musharna,psychic,No_type,forewarn,synchronize,telepathy,116,55,85,107,95,29,487,False,False,generation-v,8e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.11451,0.00064,NoUsage,0.01267,0.00017,0.30081,0.00104,
519,pidove,normal,flying,big-pecks,super-luck,rivalry,50,55,50,36,30,43,264,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
520,tranquill,normal,flying,big-pecks,super-luck,rivalry,62,77,62,50,42,65,358,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
521,unfezant,normal,flying,big-pecks,super-luck,rivalry,80,115,80,65,55,93,488,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.13747,0.0,NoUsage,1e-05,0.0,0.00426,0.00143,
522,blitzle,electric,No_type,lightning-rod,motor-drive,sap-sipper,45,60,32,50,32,76,295,False,False,generation-v,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
523,zebstrika,electric,No_type,lightning-rod,motor-drive,sap-sipper,75,100,63,80,63,116,497,False,False,generation-v,NoUsage,NoUsage,0.00333,NoUsage,NoUsage,NoUsage,NoUsage,0.02231,0.0,NoUsage,4e-05,0.00239,NoUsage,NoUsage,
524,roggenrola,rock,No_type,sturdy,weak-armor,sand-force,55,75,85,25,25,15,280,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
525,boldore,rock,No_type,sturdy,weak-armor,sand-force,70,105,105,50,40,20,390,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,9e-05,NoUsage,NoUsage,0.0,5e-05,0.0,
526,gigalith,rock,No_type,sturdy,sand-stream,sand-force,85,135,130,60,80,25,515,False,False,generation-v,0.0116,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.38646,0.0452,0.00181,17.10664,0.19374,0.00049,1.01711,0.04541,
527,woobat,psychic,flying,unaware,klutz,simple,65,45,43,55,43,72,323,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,0.0,0.0,
528,swoobat,psychic,flying,unaware,klutz,simple,67,57,55,77,55,114,425,False,False,generation-v,0.00216,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.05484,0.01076,0.0,NoUsage,0.02313,0.0,0.01135,0.01754,
529,drilbur,ground,No_type,sand-rush,sand-force,mold-breaker,60,85,40,30,45,68,328,False,False,generation-v,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
530,excadrill,ground,steel,sand-rush,sand-force,mold-breaker,110,135,60,50,65,88,508,False,False,generation-v,0.13112,NoUsage,0.70122,NoUsage,NoUsage,2.04,NoUsage,3.91272,0.2135,NoUsage,1.28039,0.10423,29.62458,0.64806,2.04
531,audino,normal,No_type,healer,regenerator,klutz,103,60,86,60,86,50,445,False,False,generation-v,0.00778,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.06325,0.16568,0.03133,NoUsage,0.00259,0.00451,NoUsage,0.00259,
531,audino-mega,normal,fairy,healer,No_ability,None ,103,60,126,80,126,50,545,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.43933,0.00014,NoUsage,0.00698,0.00785,NoUsage,NoUsage,
532,timburr,fighting,No_type,guts,sheer-force,iron-fist,75,80,55,25,35,35,305,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.00346,0.0,
533,gurdurr,fighting,No_type,guts,sheer-force,iron-fist,85,105,85,40,50,40,405,False,False,generation-v,0.0,1e-05,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,0.00495,0.0,
534,conkeldurr,fighting,No_type,guts,sheer-force,iron-fist,105,140,95,55,65,45,505,False,False,generation-v,0.02901,0.41986,0.03591,NoUsage,0.07,NoUsage,7.27102,5.3893,0.03504,NoUsage,0.04277,0.00017,7.96945,0.30894,
535,tympole,water,No_type,swift-swim,hydration,water-absorb,50,50,40,50,40,64,294,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
536,palpitoad,water,ground,swift-swim,hydration,water-absorb,75,65,55,65,55,69,384,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,0.00171,NoUsage,0.0,0.0,
537,seismitoad,water,ground,swift-swim,poison-touch,water-absorb,105,95,75,85,75,74,509,False,False,generation-v,4.77767,NoUsage,NoUsage,0.52,NoUsage,NoUsage,NoUsage,0.32045,0.0,NoUsage,0.00018,0.00078,0.53018,0.71964,
538,throh,fighting,No_type,guts,inner-focus,mold-breaker,120,100,85,30,85,45,465,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.02753,0.00259,0.0,NoUsage,0.00018,0.0,0.01162,0.00063,
539,sawk,fighting,No_type,sturdy,inner-focus,mold-breaker,75,125,75,30,75,85,465,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.16778,0.01759,4e-05,NoUsage,0.0,0.0,0.02629,1e-05,
540,sewaddle,bug,grass,swarm,chlorophyll,overcoat,45,53,70,40,60,42,310,False,False,generation-v,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
541,swadloon,bug,grass,leaf-guard,chlorophyll,overcoat,55,63,90,50,80,42,380,False,False,generation-v,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,1e-05,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,
542,leavanny,bug,grass,swarm,chlorophyll,overcoat,75,103,80,70,80,92,500,False,False,generation-v,NoUsage,0.00706,0.00031,NoUsage,0.06,NoUsage,NoUsage,0.0001,0.0,NoUsage,0.01963,0.0,NoUsage,NoUsage,
543,venipede,bug,poison,poison-point,swarm,speed-boost,30,45,59,30,39,57,260,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
544,whirlipede,bug,poison,poison-point,swarm,speed-boost,40,55,99,40,79,47,360,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,0.0,NoUsage,0.0,
545,scolipede,bug,poison,poison-point,swarm,speed-boost,60,100,89,55,69,112,485,False,False,generation-v,0.00307,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0364,0.01632,0.0,NoUsage,0.01171,0.0124,NoUsage,0.00161,
546,cottonee,grass,fairy,prankster,infiltrator,chlorophyll,40,27,60,37,50,66,280,False,False,generation-v,0.0,NoUsage,5e-05,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00456,0.0,NoUsage,0.0,0.0,0.0,
547,whimsicott,grass,fairy,prankster,infiltrator,chlorophyll,60,67,85,77,75,116,480,False,False,generation-v,11.25129,NoUsage,4.8996,15.89,NoUsage,7.72,NoUsage,5.13111,5.53507,11.08531,0.77288,3.5025,28.31384,12.46725,7.72
548,petilil,grass,No_type,chlorophyll,own-tempo,leaf-guard,45,35,50,70,50,30,280,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
549,lilligant,grass,No_type,chlorophyll,own-tempo,leaf-guard,70,60,75,110,75,90,480,False,False,generation-v,0.02567,1.45476,0.03788,NoUsage,NoUsage,NoUsage,NoUsage,0.20004,0.0,0.9193,0.72512,0.22806,NoUsage,0.1042,
549,lilligant-hisui,grass,fighting,chlorophyll,hustle,leaf-guard,70,105,75,50,75,105,480,False,False,generation-v,NoUsage,3.478,0.97988,NoUsage,2.15,2.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,2.0
550,basculin,water,No_type,reckless,adaptability,mold-breaker,70,92,65,80,55,98,460,False,False,generation-v,0.0,8e-05,0.0,NoUsage,NoUsage,NoUsage,NoUsage,5e-05,0.0,NoUsage,0.00022,0.0,0.00143,0.0,
550,basculin-blue-striped,water,No_type,rock-head,adaptability,mold-breaker,70,92,65,80,55,98,460,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
550,basculin-white-striped,water,No_type,rattled,adaptability,mold-breaker,70,92,65,80,55,98,460,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
551,sandile,ground,dark,intimidate,moxie,anger-point,50,72,35,35,35,65,292,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
552,krokorok,ground,dark,intimidate,moxie,anger-point,60,82,45,45,45,74,351,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
553,krookodile,ground,dark,intimidate,moxie,anger-point,95,117,80,65,70,92,519,False,False,generation-v,0.08989,0.05333,0.01055,0.14,NoUsage,NoUsage,0.41864,0.69328,0.0044,2.27029,0.38632,0.29653,NoUsage,0.05754,
554,darumaka,fire,No_type,hustle,No_ability,inner-focus,70,90,45,15,45,50,315,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,
554,darumaka-galar,ice,No_type,hustle,No_ability,inner-focus,70,90,45,15,45,50,315,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
555,darmanitan,fire,No_type,sheer-force,No_ability,zen-mode,105,140,55,30,55,95,480,False,False,generation-v,0.00235,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.12257,0.0,NoUsage,0.00228,0.00239,NoUsage,0.00789,
555,darmanitan-zen,fire,psychic,sheer-force,No_ability,zen-mode,105,30,105,140,105,55,540,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
555,darmanitan-galar,ice,No_type,gorilla-tactics,No_ability,zen-mode,105,140,55,30,55,95,480,False,False,generation-v,0.11772,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,9.47756,0.30773,
555,darmanitan-galar-zen,ice,fire,gorilla-tactics,No_ability,zen-mode,105,160,55,30,55,135,540,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
556,maractus,grass,No_type,water-absorb,chlorophyll,storm-drain,75,86,67,106,67,60,461,False,False,generation-v,0.00137,NoUsage,NoUsage,0.04,NoUsage,NoUsage,NoUsage,0.01366,0.0,NoUsage,0.00083,0.0,0.06688,0.00232,
557,dwebble,bug,rock,sturdy,shell-armor,weak-armor,50,65,85,35,35,55,325,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
558,crustle,bug,rock,sturdy,shell-armor,weak-armor,70,105,125,65,75,45,485,False,False,generation-v,0.00012,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0003,0.00251,0.0,NoUsage,0.00051,1e-05,0.0061,0.00031,
559,scraggy,dark,fighting,shed-skin,moxie,intimidate,50,75,70,35,70,48,348,False,False,generation-v,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,0.0,0.0,0.0,0.0,
560,scrafty,dark,fighting,shed-skin,moxie,intimidate,65,90,115,45,115,58,488,False,False,generation-v,0.05289,NoUsage,0.02513,NoUsage,NoUsage,NoUsage,6.31504,5.27457,1.36301,NoUsage,0.63039,0.07716,6.32356,0.1099,
561,sigilyph,psychic,flying,wonder-skin,magic-guard,tinted-lens,72,58,80,103,80,97,490,False,False,generation-v,0.00997,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00262,0.00262,0.00379,NoUsage,0.00532,0.01286,0.25364,0.00415,
562,yamask,ghost,No_type,mummy,No_ability,None ,38,30,85,55,65,30,303,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
562,yamask-galar,ground,ghost,wandering-spirit,No_ability,None ,38,55,85,30,65,30,303,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
563,cofagrigus,ghost,No_type,mummy,No_ability,None ,58,50,145,95,105,30,483,False,False,generation-v,0.05676,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.20171,0.00804,NoUsage,0.04247,0.00119,0.76085,0.02267,
564,tirtouga,water,rock,solid-rock,sturdy,swift-swim,54,78,103,53,45,22,355,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,3e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
565,carracosta,water,rock,solid-rock,sturdy,swift-swim,74,108,133,83,65,32,495,False,False,generation-v,0.00032,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.00663,0.01627,0.00046,0.00051,0.0,NoUsage,0.00055,
566,archen,rock,flying,defeatist,No_ability,None ,55,112,45,74,45,70,401,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
567,archeops,rock,flying,defeatist,No_ability,None ,75,140,65,112,65,110,567,False,False,generation-v,0.00348,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.01501,0.00391,1e-05,0.0046,0.00096,NoUsage,0.00504,
568,trubbish,poison,No_type,stench,sticky-hold,aftermath,50,50,62,40,62,65,329,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
569,garbodor,poison,No_type,stench,weak-armor,aftermath,80,95,82,60,82,75,474,False,False,generation-v,2e-05,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.00206,0.0,0.00209,0.0,0.0,0.00355,0.00717,
569,garbodor-gmax,poison,No_type,stench,weak-armor,aftermath,80,95,82,60,82,75,474,False,False,generation-v,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
570,zorua,dark,No_type,illusion,No_ability,None ,40,65,40,80,40,65,330,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,
570,zorua-hisui,normal,ghost,illusion,No_ability,None ,35,60,40,85,40,70,330,False,False,generation-v,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
571,zoroark,dark,No_type,illusion,No_ability,None ,60,105,60,120,60,105,510,False,False,generation-v,0.03047,0.0166,0.00486,NoUsage,NoUsage,NoUsage,0.03235,0.03107,0.00356,NoUsage,0.0298,0.02957,NoUsage,0.02891,
571,zoroark-hisui,normal,ghost,illusion,No_ability,None ,55,100,60,125,60,110,510,False,False,generation-v,NoUsage,0.00153,0.49756,NoUsage,0.28,1.08,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.08
572,minccino,normal,No_type,cute-charm,technician,skill-link,55,50,40,40,40,75,300,False,False,generation-v,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,0.0,NoUsage,0.0,NoUsage,
573,cinccino,normal,No_type,cute-charm,technician,skill-link,75,95,60,65,60,115,470,False,False,generation-v,0.00031,NoUsage,0.01714,NoUsage,NoUsage,NoUsage,NoUsage,0.04362,0.0,NoUsage,0.01051,7e-05,0.08032,0.00484,
574,gothita,psychic,No_type,frisk,competitive,shadow-tag,45,30,50,55,65,45,290,False,False,generation-v,0.0,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
575,gothorita,psychic,No_type,frisk,competitive,shadow-tag,60,45,70,75,85,55,390,False,False,generation-v,0.0,0.04104,0.03877,NoUsage,NoUsage,NoUsage,0.02208,0.00342,NoUsage,NoUsage,0.0,0.0,0.05437,0.00034,
576,gothitelle,psychic,No_type,frisk,competitive,shadow-tag,70,55,95,95,110,65,490,False,False,generation-v,1.45785,4.23636,0.43794,1.39,1.29,0.85,4.34001,2.37196,0.60059,NoUsage,1.39313,1.57622,2.37283,1.46512,0.85
577,solosis,psychic,No_type,overcoat,magic-guard,regenerator,45,30,40,105,50,20,290,False,False,generation-v,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.00014,0.00061,
578,duosion,psychic,No_type,overcoat,magic-guard,regenerator,65,40,50,125,60,30,370,False,False,generation-v,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.01053,0.0,
579,reuniclus,psychic,No_type,overcoat,magic-guard,regenerator,110,65,75,125,85,30,490,False,False,generation-v,0.0041,NoUsage,0.08821,NoUsage,NoUsage,0.05,0.36972,0.47189,0.02873,NoUsage,0.01365,3e-05,0.63589,0.02829,0.05
580,ducklett,water,flying,keen-eye,big-pecks,hydration,62,44,50,44,50,55,305,False,False,generation-v,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,
581,swanna,water,flying,keen-eye,big-pecks,hydration,75,87,63,87,63,98,473,False,False,generation-v,NoUsage,0.00055,0.0,NoUsage,NoUsage,NoUsage,0.0001,0.00158,0.0,NoUsage,0.0023,0.0,NoUsage,NoUsage,
582,vanillite,ice,No_type,ice-body,snow-cloak,weak-armor,36,50,50,65,60,44,305,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
583,vanillish,ice,No_type,ice-body,snow-cloak,weak-armor,51,65,65,80,75,59,395,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,0.0,NoUsage,
584,vanilluxe,ice,No_type,ice-body,snow-warning,weak-armor,71,95,85,110,95,79,535,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.02025,0.00012,0.0,2.41715,0.03188,3e-05,3.71761,0.06746,
585,deerling,normal,grass,chlorophyll,sap-sipper,serene-grace,60,60,50,40,50,75,335,False,False,generation-v,NoUsage,0.0,0.0,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,
586,sawsbuck,normal,grass,chlorophyll,sap-sipper,serene-grace,80,100,70,60,70,95,475,False,False,generation-v,NoUsage,0.0072,0.00345,NoUsage,NoUsage,NoUsage,NoUsage,0.09564,0.0,NoUsage,0.0,0.0,NoUsage,NoUsage,
587,emolga,electric,flying,static,No_ability,motor-drive,55,75,60,75,60,103,428,False,False,generation-v,3e-05,NoUsage,NoUsage,0.06,NoUsage,NoUsage,0.0012,0.0039,0.0,0.00016,0.00116,0.00024,NoUsage,0.00349,
588,karrablast,bug,No_type,swarm,shed-skin,no-guard,50,75,45,40,45,60,315,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,6e-05,NoUsage,NoUsage,NoUsage,NoUsage,0.00014,NoUsage,
589,escavalier,bug,steel,swarm,shell-armor,overcoat,70,135,105,60,105,20,495,False,False,generation-v,0.04285,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.04989,0.73636,0.00079,NoUsage,0.00296,9e-05,0.3981,0.1064,
590,foongus,grass,poison,effect-spore,No_ability,regenerator,69,55,45,55,55,15,294,False,False,generation-v,0.0,0.0,0.00013,NoUsage,NoUsage,NoUsage,NoUsage,0.00015,NoUsage,NoUsage,0.0,0.00528,NoUsage,0.00021,
591,amoonguss,grass,poison,effect-spore,No_ability,regenerator,114,85,70,85,80,30,464,False,False,generation-v,17.61546,27.2443,19.88122,20.14,15.71,26.58,24.64202,36.4388,1.68793,NoUsage,6.33024,19.90086,NoUsage,7.09031,26.58
592,frillish,water,ghost,water-absorb,cursed-body,damp,55,40,50,65,85,40,335,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,9e-05,0.0,
593,jellicent,water,ghost,water-absorb,cursed-body,damp,100,60,70,85,105,60,480,False,False,generation-v,0.38214,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,1.52155,0.0003,NoUsage,0.0597,8e-05,3.67256,0.11216,
594,alomomola,water,No_type,healer,hydration,regenerator,165,75,80,40,45,65,470,False,False,generation-v,NoUsage,0.00816,0.00376,NoUsage,NoUsage,NoUsage,0.0036,0.00474,0.0,2e-05,4e-05,1e-05,NoUsage,NoUsage,
595,joltik,bug,electric,compound-eyes,unnerve,swarm,50,47,50,57,50,65,319,False,False,generation-v,0.0,NoUsage,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,0.0,
596,galvantula,bug,electric,compound-eyes,unnerve,swarm,70,77,60,97,60,108,472,False,False,generation-v,0.00232,NoUsage,0.01135,NoUsage,NoUsage,NoUsage,NoUsage,0.02137,0.00044,NoUsage,0.00033,0.0,0.08143,0.00239,
597,ferroseed,grass,steel,iron-barbs,No_ability,None ,44,50,91,24,86,10,305,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,9e-05,0.00841,NoUsage,NoUsage,NoUsage,0.0,0.0,3e-05,
598,ferrothorn,grass,steel,iron-barbs,No_ability,anticipation,74,94,131,54,116,20,489,False,False,generation-v,6.54774,NoUsage,NoUsage,1.47,NoUsage,NoUsage,3.64187,6.49533,4.89372,NoUsage,7.57167,5.08023,7.31385,3.10829,
599,klink,steel,No_type,plus,minus,clear-body,40,55,70,45,60,30,300,False,False,generation-v,0.0,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,NoUsage,0.0,
